Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Isolate	Organism Infraspecific Names Strain	Assembly Release Date	Assembly BioSample Accession	Assembly BioSample Isolate	Assembly BioSample Strain	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Latitude and Longitude	Assembly BioSample Collection date	Assembly BioSample Host	Assembly BioSample Host disease	Assembly BioSample Ecotype	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly Type
GCA_053990575.1	Archaeoglobus sp.	1872626	3523-3-203_bin.72		2025-12-16	SAMN47791714	3523-3-203_bin.72		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.014 N 111.411 W	2000						haploid
GCA_053995275.1	Archaeoglobus sp.	1872626	T528-G2-109_bin.71		2025-12-16	SAMN47791554	T528-G2-109_bin.71		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
GCA_053995975.1	Archaeoglobus sp.	1872626	T528-G2-109_bin.23		2025-12-16	SAMN47791534	T528-G2-109_bin.23		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
GCA_053996295.1	Archaeoglobus sp.	1872626	T528-G2-109_bin.199		2025-12-16	SAMN47791524	T528-G2-109_bin.199		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
GCA_054010775.1	Archaeoglobus sp.	1872626	4556-2-56_bin.85		2025-12-16	SAMN49009276	4556-2-56_bin.85		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.00639 N 111.409637 W	2009						haploid
GCA_054013595.1	Archaeoglobus sp.	1872626	3336-2_bin.70		2025-12-16	SAMN49582879	3336-2_bin.70		deep-sea hydrothermal deposit	Pacific Ocean: Southern East Pacific Rise	21.57 S 114.3 W	1998/1999						haploid
GCA_053940245.1	archaeon	1906665	4559-3-258_bin.131		2025-12-12	SAMN47791204	4559-3-258_bin.131		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007744 N 111.407078 W	2009						haploid
GCA_053987655.1	archaeon	1906665	4556-2-56_bin.38		2025-12-16	SAMN47791077	4556-2-56_bin.38		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.00639 N 111.409637 W	2009						haploid
GCA_053989195.1	archaeon	1906665	4556-2-45_bin.169		2025-12-16	SAMN47791002	4556-2-45_bin.169		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.00639 N 111.409637 W	2009						haploid
GCA_053993315.1	archaeon	1906665	3517-1-1_bin.57		2025-12-16	SAMN47791617	3517-1-1_bin.57		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.011 N 111.407 W	2000						haploid
GCA_053993375.1	archaeon	1906665	3517-1-1_bin.4		2025-12-16	SAMN47791611	3517-1-1_bin.4		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.011 N 111.407 W	2000						haploid
GCA_053994035.1	archaeon	1906665	3517-1-1_bin.144		2025-12-16	SAMN47791590	3517-1-1_bin.144		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.011 N 111.407 W	2000						haploid
GCA_053995535.1	archaeon	1906665	T528-G2-109_bin.5		2025-12-16	SAMN47791546	T528-G2-109_bin.5		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
GCA_053996675.1	archaeon	1906665	T528-G2-109_bin.18		2025-12-16	SAMN47791514	T528-G2-109_bin.18		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
GCA_053998655.1	archaeon	1906665	T527-G1-95_bin.49		2025-12-16	SAMN47791455	T527-G1-95_bin.49		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.011212 N 111.405091 W	2003						haploid
GCA_054010815.1	archaeon	1906665	T527-G1-95_bin.62		2025-12-16	SAMN49009275	T527-G1-95_bin.62		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.011212 N 111.405091 W	2003						haploid
GCA_054011715.1	archaeon	1906665	124-5-R1-1-33_bin.53		2025-12-16	SAMN49583273	124-5-R1-1-33_bin.53		deep-sea hydrothermal deposit	Pacific Ocean: Eastern Lau Spreading Center-Valu Fa Ridge	20.053907 S 176.133451 W	2005						haploid
GCA_046533495.1	Caldisphaera sp.	2060322	SBS.bin.2		2025-01-07	SAMN37494502	SBS.bin.2		hot spring sediments from shelf	USA: Yellowstone National Park; SBS Spring	44.690397 N 110.7296 W	2018						haploid
GCA_046534055.1	Caldisphaera sp.	2060322	OHSPS.bin.15		2025-01-07	SAMN37494474	OHSPS.bin.15		hot spring sediments from shelf	USA: Yellowstone National Park; OHSPS Spring	44.73302 N 110.70935 W	2018						haploid
GCA_046534335.1	Caldisphaera sp.	2060322	Moose.S.bin.2		2025-01-07	SAMN37494460	Moose.S.bin.2		hot spring sediments from shelf	USA: Yellowstone National Park; Moose Spring	44.61831 N 110.43552 W	2018						haploid
GCA_046536515.1	Caldisphaera sp.	2060322	F8S.bin.6		2025-01-07	SAMN37494437	F8S.bin.6		hot spring sediments from shelf	USA: Yellowstone National Park; F8 Spring	44.3633 N 110.2619 W	2018						haploid
GCA_046536975.1	Caldisphaera sp.	2060322	DS.bin.12		2025-01-07	SAMN37494414	DS.bin.12		hot spring sediments from shelf	USA: Yellowstone National Park; DS Spring	44.4354 N 110.4239 W	2018						haploid
GCA_049965955.1	Caldisphaera sp.	2060322	KM4348-31		2025-04-28	SAMN47003756	KM4348-31		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49857044 N 160.01507269 E	2023-08						haploid
GCA_049966135.1	Caldisphaera sp.	2060322	KM4348-22		2025-04-28	SAMN47003747	KM4348-22		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49857044 N 160.01507269 E	2023-08						haploid
GCA_049966615.1	Caldisphaera sp.	2060322	KM4347-32		2025-04-28	SAMN47003376	KM4347-32		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49884347 N 160.01545639 E	2023-08						haploid
GCA_049971805.1	Caldisphaera sp.	2060322	KM4336-31		2025-04-28	SAMN47003126	KM4336-31		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49811739 N 160.01461120 E	2023-08						haploid
GCA_049974385.1	Caldisphaera sp.	2060322	KM4331-01		2025-04-28	SAMN47003075	KM4331-01		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49998310 N 160.00555202 E	2023-08						haploid
GCA_049976485.1	Caldisphaera sp.	2060322	KM4324-14		2025-04-28	SAMN47003055	KM4324-14		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.50098826 N 160.00456060 E	2023-08						haploid
GCA_046533355.1	Caldivirga sp.	2080243	SBS.bin.9		2025-01-07	SAMN37494509	SBS.bin.9		hot spring sediments from shelf	USA: Yellowstone National Park; SBS Spring	44.690397 N 110.7296 W	2018						haploid
GCA_046533615.1	Caldivirga sp.	2080243	RPS.bin.6		2025-01-07	SAMN37494495	RPS.bin.6		hot spring sediments from shelf	USA: Yellowstone National Park; RPS Spring	44.73558 N 110.70705 W	2018						haploid
GCA_046533675.1	Caldivirga sp.	2080243	RPS.bin.5		2025-01-07	SAMN37494494	RPS.bin.5		hot spring sediments from shelf	USA: Yellowstone National Park; RPS Spring	44.73558 N 110.70705 W	2018						haploid
GCA_046533855.1	Caldivirga sp.	2080243	RHS.bin.2		2025-01-07	SAMN37494484	RHS.bin.2		hot spring sediments from shelf	USA: Yellowstone National Park; RHS Spring	44.65327 N 110.73457 W	2018						haploid
GCA_046534165.1	Caldivirga sp.	2080243	OHSPS.bin.1		2025-01-07	SAMN37494468	OHSPS.bin.1		hot spring sediments from shelf	USA: Yellowstone National Park; OHSPS Spring	44.73302 N 110.70935 W	2018						haploid
GCA_046534215.1	Caldivirga sp.	2080243	Moose.S.bin.7		2025-01-07	SAMN37494465	Moose.S.bin.7		hot spring sediments from shelf	USA: Yellowstone National Park; Moose Spring	44.61831 N 110.43552 W	2018						haploid
GCA_046534515.1	Caldivirga sp.	2080243	LCS.bin.2		2025-01-07	SAMN37494451	LCS.bin.2		hot spring sediments from shelf	USA: Yellowstone National Park; LC Spring	44.7331 N 110.70958 W	2018						haploid
GCA_046536335.1	Caldivirga sp.	2080243	HFSS.bin.5		2025-01-07	SAMN37494445	HFSS.bin.5		hot spring sediments from shelf	USA: Yellowstone National Park; HFS Spring	44.7332 N 110.7097 W	2018						haploid
GCA_046536455.1	Caldivirga sp.	2080243	HFSS.bin.4		2025-01-07	SAMN37494444	HFSS.bin.4		hot spring sediments from shelf	USA: Yellowstone National Park; HFS Spring	44.7332 N 110.7097 W	2018						haploid
GCA_046536655.1	Caldivirga sp.	2080243	F8S.bin.14		2025-01-07	SAMN37494430	F8S.bin.14		hot spring sediments from shelf	USA: Yellowstone National Park; F8 Spring	44.3633 N 110.2619 W	2018						haploid
GCA_046536915.1	Caldivirga sp.	2080243	DS.bin.3		2025-01-07	SAMN37494419	DS.bin.3		hot spring sediments from shelf	USA: Yellowstone National Park; DS Spring	44.4354 N 110.4239 W	2018						haploid
GCA_046537135.1	Caldivirga sp.	2080243	Cinder.S.bin.3		2025-01-07	SAMN37494405	Cinder.S.bin.3		hot spring sediments from shelf	USA: Yellowstone National Park; Cinder Spring	44.73244 N 110.70978 W	2018						haploid
GCA_046537195.1	Caldivirga sp.	2080243	Cinder.S.bin.2		2025-01-07	SAMN37494404	Cinder.S.bin.2		hot spring sediments from shelf	USA: Yellowstone National Park; Cinder Spring	44.73244 N 110.70978 W	2018						haploid
GCA_046537275.1	Caldivirga sp.	2080243	Alice.S.bin.8		2025-01-07	SAMN37494399	Alice.S.bin.8		hot spring sediments from shelf	USA: Yellowstone National Park; Alice Spring	44.39118 N 110.29506 W	2018						haploid
GCA_049966195.1	Caldivirga sp.	2080243	KM4348-19		2025-04-28	SAMN47003744	KM4348-19		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49857044 N 160.01507269 E	2023-08						haploid
GCA_049973695.1	Caldivirga sp.	2080243	KM4331-17		2025-04-28	SAMN47003091	KM4331-17		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49998310 N 160.00555202 E	2023-08						haploid
GCA_049976265.1	Caldivirga sp.	2080243	KM4324-24		2025-04-28	SAMN47003065	KM4324-24		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.50098826 N 160.00456060 E	2023-08						haploid
GCA_053497715.1	Caldivirga sp.	2080243	AY11.MAG56		2025-11-14	SAMN51250966	AY11.MAG56		hot spring	USA:Yellowstone National Park	44.52139807 N 110.8108107 W	2023						haploid
GCA_053498355.1	Caldivirga sp.	2080243	AY10.MAG5		2025-11-14	SAMN51250934	AY10.MAG5		hot spring	USA:Yellowstone National Park	44.521332 N 110.81119 W	2023-08-28						haploid
GCA_049965335.1	Candidatus Acidifodinimicrobium sp.	3101490	KM4364-16		2025-04-28	SAMN47003779	KM4364-16		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49928202 N 159.98953605 E	2023-08						haploid
GCA_049967035.1	Candidatus Acidifodinimicrobium sp.	3101490	KM4347-13		2025-04-28	SAMN47003357	KM4347-13		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49884347 N 160.01545639 E	2023-08						haploid
GCA_049967895.1	Candidatus Acidifodinimicrobium sp.	3101490	KM4345-08		2025-04-28	SAMN47003313	KM4345-08		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49943570 N 160.01516536 E	2023-08						haploid
GCA_054012075.1	Candidatus Aciduliprofundum boonei	379547	124-5-R1-1-33_bin.17		2025-12-16	SAMN49583255	124-5-R1-1-33_bin.17		deep-sea hydrothermal deposit	Pacific Ocean: Eastern Lau Spreading Center-Valu Fa Ridge	20.053907 S 176.133451 W	2005						haploid
GCA_044343115.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-8_201808_bins_27		2024-11-04	SAMN36037558	DRTY-8_201808_bins_27		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-8 pool	24.95 N 98.44 E	2018-08						haploid
GCA_044343135.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-8_201803_bins_5		2024-11-04	SAMN36037542	DRTY-8_201803_bins_5		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-8 pool	24.95 N 98.44 E	2018-03						haploid
GCA_044343155.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-8_201705_bins_23		2024-11-04	SAMN36037505	DRTY-8_201705_bins_23		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-8 pool	24.95 N 98.44 E	2017-05						haploid
GCA_044343185.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-7_201803_bins_64		2024-11-04	SAMN36037467	DRTY-7_201803_bins_64		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-7 pool	24.95 N 98.44 E	2018-03						haploid
GCA_044343205.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-7_201601_bins_18		2024-11-04	SAMN36037420	DRTY-7_201601_bins_18		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-7 pool	24.95 N 98.44 E	2016-01						haploid
GCA_044343225.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201912_bins_80		2024-11-04	SAMN36037386	DRTY-6_201912_bins_80		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-12						haploid
GCA_044343245.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201912_bins_48		2024-11-04	SAMN36037364	DRTY-6_201912_bins_48		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-12						haploid
GCA_044343265.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201912_bins_2		2024-11-04	SAMN36037347	DRTY-6_201912_bins_2		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-12						haploid
GCA_044343295.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201912_bins_14		2024-11-04	SAMN36037344	DRTY-6_201912_bins_14		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-12						haploid
GCA_044343325.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201907_bins_99		2024-11-04	SAMN36037340	DRTY-6_201907_bins_99		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-07						haploid
GCA_044343345.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201907_bins_51		2024-11-04	SAMN36037316	DRTY-6_201907_bins_51		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-07						haploid
GCA_044343365.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201907_bins_125		2024-11-04	SAMN36037289	DRTY-6_201907_bins_125		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-07						haploid
GCA_044343385.1	Candidatus Aenigmatarchaeota archaeon	3121606	DRTY-6_201907_bins_118		2024-11-04	SAMN36037286	DRTY-6_201907_bins_118		Hot spring sediment	China: Tengchong county, Yunnan, DRTY-6 pool	24.95 N 98.44 E	2019-07						haploid
GCA_044343405.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201912_bins_84		2024-11-04	SAMN36039476	JZ-1_201912_bins_84		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-12						haploid
GCA_044343425.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201912_bins_58		2024-11-04	SAMN36039462	JZ-1_201912_bins_58		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-12						haploid
GCA_044343435.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201912_bins_5		2024-11-04	SAMN36039455	JZ-1_201912_bins_5		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-12						haploid
GCA_044343485.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201907_bins_36		2024-11-04	SAMN36039380	JZ-1_201907_bins_36		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-07						haploid
GCA_044343505.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201912_bins_45		2024-11-04	SAMN36039450	JZ-1_201912_bins_45		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-12						haploid
GCA_044343525.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201901_bins_82		2024-11-04	SAMN36039363	JZ-1_201901_bins_82		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-01						haploid
GCA_044343545.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201901_bins_70		2024-11-04	SAMN36039355	JZ-1_201901_bins_70		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-01						haploid
GCA_044343565.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201901_bins_77		2024-11-04	SAMN36039361	JZ-1_201901_bins_77		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-01						haploid
GCA_044343585.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201901_bins_44		2024-11-04	SAMN36039338	JZ-1_201901_bins_44		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-01						haploid
GCA_044343605.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201901_bins_113		2024-11-04	SAMN36039315	JZ-1_201901_bins_113		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-01						haploid
GCA_044343625.1	Candidatus Aenigmatarchaeota archaeon	3121606	JZ-1_201901_bins_101		2024-11-04	SAMN36039306	JZ-1_201901_bins_101		Hot spring sediment	China: Tengchong county, Yunnan, JZ-1 pool	25.44 N 98.46 E	2019-01						haploid
GCA_046757325.1	Candidatus Aenigmatarchaeota archaeon	3121606	T.2.sp2_bin.28		2025-01-17	SAMN43446237	T.2.sp2_bin.28		Hydrothermal vent field- Sediment	Saudi Arabia: water 'Red Sea'	22.25 N 37.84 E	2023-02-07						haploid
GCA_046760145.1	Candidatus Aenigmatarchaeota archaeon	3121606	b3.sp3_bin.47		2025-01-17	SAMN43446094	b3.sp3_bin.47		Hydrothermal vent field- Sediment	Saudi Arabia: water 'Red Sea'	22.25 N 37.84 E	2023-02-07						haploid
GCA_046760225.1	Candidatus Aenigmatarchaeota archaeon	3121606	b3.sp3_bin.38		2025-01-17	SAMN43446091	b3.sp3_bin.38		Hydrothermal vent field- Sediment	Saudi Arabia: water 'Red Sea'	22.25 N 37.84 E	2023-02-07						haploid
GCA_049414645.1	Candidatus Aenigmatarchaeota archaeon	3121606	Aenigmarchaeota-OCT-B-r01		2025-04-09	SAMN44752194	Aenigmarchaeota-OCT-B-r01		Geothermal channel	USA: Yellowstone National Park	44.5340836 N 110.7978895 W	2012-10-05						haploid
GCA_049969275.1	Candidatus Aenigmatarchaeota archaeon	3121606	KM4338-55		2025-04-28	SAMN47003242	KM4338-55		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49818447 N 160.01349767 E	2023-08						haploid
GCA_049970735.1	Candidatus Aenigmatarchaeota archaeon	3121606	KM4337-18		2025-04-28	SAMN47003168	KM4337-18		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49802642 N 160.01433020 E	2023-08						haploid
GCA_049972275.1	Candidatus Aenigmatarchaeota archaeon	3121606	KM4336-24		2025-04-28	SAMN47003119	KM4336-24		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.49811739 N 160.01461120 E	2023-08						haploid
GCA_049975565.1	Candidatus Aenigmatarchaeota archaeon	3121606	E05-068		2025-04-28	SAMN47943676	E05-068		Sediment from the hot spring	Russia: Dagestan	42.3338889 N 48.0961111 E	2024-05-22						haploid
GCA_049976365.1	Candidatus Aenigmatarchaeota archaeon	3121606	KM4324-20		2025-04-28	SAMN47003061	KM4324-20		terrestrial hot spring	Russia: Kamchatka, caldera Uzon	54.50098826 N 160.00456060 E	2023-08						haploid
GCA_053938065.1	Candidatus Aenigmatarchaeota archaeon	3121606	4559-3-258_bin.67		2025-12-12	SAMN47791308	4559-3-258_bin.67		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007744 N 111.407078 W	2009						haploid
GCA_053939385.1	Candidatus Aenigmatarchaeota archaeon	3121606	4559-3-258_bin.227		2025-12-12	SAMN47791248	4559-3-258_bin.227		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007744 N 111.407078 W	2009						haploid
GCA_053939825.1	Candidatus Aenigmatarchaeota archaeon	3121606	4559-3-258_bin.175		2025-12-12	SAMN47791225	4559-3-258_bin.175		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007744 N 111.407078 W	2009						haploid
GCA_053985575.1	Candidatus Aenigmatarchaeota archaeon	3121606	4558-3-205_bin.128		2025-12-16	SAMN47791153	4558-3-205_bin.128		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.015045 N 111.410332 W	2009						haploid
GCA_053987775.1	Candidatus Aenigmatarchaeota archaeon	3121606	4556-2-56_bin.28		2025-12-16	SAMN47791074	4556-2-56_bin.28		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.00639 N 111.409637 W	2009						haploid
GCA_053988175.1	Candidatus Aenigmatarchaeota archaeon	3121606	4556-2-56_bin.133		2025-12-16	SAMN47791058	4556-2-56_bin.133		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.00639 N 111.409637 W	2009						haploid
GCA_053989315.1	Candidatus Aenigmatarchaeota archaeon	3121606	4556-2-45_bin.153		2025-12-16	SAMN47790995	4556-2-45_bin.153		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.00639 N 111.409637 W	2009						haploid
GCA_053990035.1	Candidatus Aenigmatarchaeota archaeon	3121606	4556-1-31_bin.47		2025-12-16	SAMN47790960	4556-1-31_bin.47		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.006534 N 111.409446 W	2009						haploid
GCA_053993855.1	Candidatus Aenigmatarchaeota archaeon	3121606	3517-1-1_bin.167		2025-12-16	SAMN47791597	3517-1-1_bin.167		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.011 N 111.407 W	2000						haploid
GCA_053994015.1	Candidatus Aenigmatarchaeota archaeon	3121606	3517-1-1_bin.146		2025-12-16	SAMN47791591	3517-1-1_bin.146		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.011 N 111.407 W	2000						haploid
GCA_053995075.1	Candidatus Aenigmatarchaeota archaeon	3121606	T528-G2-109_bin.82		2025-12-16	SAMN47791560	T528-G2-109_bin.82		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
GCA_053996335.1	Candidatus Aenigmatarchaeota archaeon	3121606	T528-G2-109_bin.197		2025-12-16	SAMN47791522	T528-G2-109_bin.197		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
GCA_053996535.1	Candidatus Aenigmatarchaeota archaeon	3121606	T528-G2-109_bin.185		2025-12-16	SAMN47791518	T528-G2-109_bin.185		deep-sea hydrothermal deposit	Pacific Ocean: Gulf of California, Guaymas Basin	27.007068 N 111.408061 W	2003						haploid
